what,kind,bundleId,bundleVersion,description,time
no handler,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1348416270187
no handler,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1348416270755
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1348416272342
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1348416274009
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1348416274658
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.redo",1348416276267
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.redo",1348416276653
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348416321094
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1348416321178
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348416349135
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1348416454371
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348416519798
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348416652956
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1348416657879
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1348416661200
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348416668602
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348416683097
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348416706381
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348416715366
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1348416728734
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348416732689
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348416749420
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348416984959
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348416989167
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1348417026851
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348417050408
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348417059635
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1348417059675
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348417063528
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348417754650
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348417758010
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348417758455
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348417758798
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1348417759664
stopped,bundle,org.eclipse.m2e.logback.configuration,1.0.200.20111228-1245,"org.eclipse.m2e.logback.configuration",1348417760623
stopped,bundle,org.eclipse.m2e.discovery,1.0.200.20111228-1245,"org.eclipse.m2e.discovery",1348417760731
stopped,bundle,org.eclipse.m2e.refactoring,1.0.200.20111228-1245,"org.eclipse.m2e.refactoring",1348417760769
stopped,bundle,org.eclipse.m2e.editor,1.0.200.20111228-1245,"org.eclipse.m2e.editor",1348417760840
stopped,bundle,org.eclipse.m2e.editor.xml,1.0.200.20111228-1245,"org.eclipse.m2e.editor.xml",1348417760934
stopped,bundle,org.eclipse.m2e.jdt,1.0.200.20111228-1245,"org.eclipse.m2e.jdt",1348417760996
stopped,bundle,org.eclipse.m2e.launching,1.0.200.20111228-1245,"org.eclipse.m2e.launching",1348417761013
stopped,bundle,org.eclipse.m2e.usagedata,1.0.200.20111228-1245,"org.eclipse.m2e.usagedata",1348417761013
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1348504269408
started,bundle,org.eclipse.osgi,3.7.2.v20120110-1415,"org.eclipse.osgi",1348504269424
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110815-1438,"org.eclipse.equinox.simpleconfigurator",1348504269752
started,bundle,com.ibm.icu,4.4.2.v20110823,"com.ibm.icu",1348504269814
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1348504269814
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1348504269830
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1348504269845
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1348504269923
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110928-1504,"org.eclipse.core.filebuffers",1348504269923
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1348504269970
started,bundle,org.eclipse.core.jobs,3.5.101.v20120113-1953,"org.eclipse.core.jobs",1348504269970
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1348504270142
started,bundle,org.eclipse.core.resources,3.7.101.v20120125-1505,"org.eclipse.core.resources",1348504270142
started,bundle,org.eclipse.core.runtime,3.7.0.v20110110,"org.eclipse.core.runtime",1348504270173
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1348504270188
