what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347474823230
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347475096259
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347475120277
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347475127152
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347475226314
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347475243890
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347475245807
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347475258016
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347475288342
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347476081945
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347476082445
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347476175165
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347476180702
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347476184212
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347476263277
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347476265685
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347476272305
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347476279959
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347476310788
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347476346006
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347476346618
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347476347730
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1347476369299
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1347476389423
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347476534234
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347477051166
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347477052067
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347477504308
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1347477551517
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1347477559437
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1347477564094
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347477569939
error,log,,,"Internal Error",1347477664267
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347477819776
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347477820728
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347477956835
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347477965864
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1347477965934
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347477996958
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347478101729
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347478102164
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347478102701
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1347478103396
stopped,bundle,org.eclipse.m2e.logback.configuration,1.0.200.20111228-1245,"org.eclipse.m2e.logback.configuration",1347478104313
stopped,bundle,org.eclipse.m2e.discovery,1.0.200.20111228-1245,"org.eclipse.m2e.discovery",1347478104430
stopped,bundle,org.eclipse.m2e.refactoring,1.0.200.20111228-1245,"org.eclipse.m2e.refactoring",1347478104503
stopped,bundle,org.eclipse.m2e.editor,1.0.200.20111228-1245,"org.eclipse.m2e.editor",1347478104550
stopped,bundle,org.eclipse.m2e.editor.xml,1.0.200.20111228-1245,"org.eclipse.m2e.editor.xml",1347478104550
stopped,bundle,org.eclipse.m2e.jdt,1.0.200.20111228-1245,"org.eclipse.m2e.jdt",1347478104587
stopped,bundle,org.eclipse.m2e.launching,1.0.200.20111228-1245,"org.eclipse.m2e.launching",1347478104615
stopped,bundle,org.eclipse.m2e.usagedata,1.0.200.20111228-1245,"org.eclipse.m2e.usagedata",1347478104615
stopped,bundle,overlay.com.android.ide.eclipse.adt.overlay,18.0.0.v201203301601-306762,"overlay.com.android.ide.eclipse.adt.overlay",1347478104676
stopped,bundle,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.adt",1347478104676
stopped,bundle,org.eclipse.ui.cheatsheets,3.4.100.v20110425,"org.eclipse.ui.cheatsheets",1347478104722
stopped,bundle,org.eclipse.help.ui,3.5.101.r37_20110819,"org.eclipse.help.ui",1347478104784
stopped,bundle,org.eclipse.help.webapp,3.6.1.r37_20110929,"org.eclipse.help.webapp",1347478104855
stopped,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1347478104856
stopped,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201106061540,"org.eclipse.epp.usagedata.ui",1347478104888
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1347654758712
started,bundle,org.eclipse.osgi,3.7.2.v20120110-1415,"org.eclipse.osgi",1347654758743
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110815-1438,"org.eclipse.equinox.simpleconfigurator",1347654758743
started,bundle,com.ibm.icu,4.4.2.v20110823,"com.ibm.icu",1347654758759
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1347654758759
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1347654758759
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1347654758759
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1347654758759
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110928-1504,"org.eclipse.core.filebuffers",1347654758759
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1347654758759
started,bundle,org.eclipse.core.jobs,3.5.101.v20120113-1953,"org.eclipse.core.jobs",1347654758775
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1347654758775
started,bundle,org.eclipse.core.resources,3.7.101.v20120125-1505,"org.eclipse.core.resources",1347654758790
started,bundle,org.eclipse.core.runtime,3.7.0.v20110110,"org.eclipse.core.runtime",1347654758821
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1347654758821
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20110110,"org.eclipse.core.runtime.compatibility.auth",1347654758821
started,bundle,org.eclipse.debug.core,3.7.1.v20111129-2031,"org.eclipse.debug.core",1347654758837
started,bundle,org.eclipse.egit.core,1.3.0.201202151440-r,"org.eclipse.egit.core",1347654758837
started,bundle,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui",1347654758884
started,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1347654758884
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201106061540,"org.eclipse.epp.usagedata.gathering",1347654758884
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201106061540,"org.eclipse.epp.usagedata.recording",1347654758884
started,bundle,org.eclipse.equinox.app,1.3.100.v20110321,"org.eclipse.equinox.app",1347654758884
started,bundle,org.eclipse.equinox.common,3.6.0.v20110523,"org.eclipse.equinox.common",1347654758899
started,bundle,org.eclipse.equinox.ds,1.3.1.R37x_v20110701,"org.eclipse.equinox.ds",1347654758915
started,bundle,org.eclipse.equinox.event,1.2.100.v20110502,"org.eclipse.equinox.event",1347654758946
started,bundle,org.eclipse.equinox.p2.core,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.core",1347654758977
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.300.v20110815-1419,"org.eclipse.equinox.p2.directorywatcher",1347654759009
started,bundle,org.eclipse.equinox.p2.engine,2.1.1.R37x_v20111003,"org.eclipse.equinox.p2.engine",1347654759009
started,bundle,org.eclipse.equinox.p2.metadata,2.1.0.v20110815-1419,"org.eclipse.equinox.p2.metadata",1347654759055
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.2.0.v20110815-1419,"org.eclipse.equinox.p2.metadata.repository",1347654759055
started,bundle,org.eclipse.equinox.p2.operations,2.1.1.R37x_v20111111,"org.eclipse.equinox.p2.operations",1347654759055
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.100.v20110815-1419,"org.eclipse.equinox.p2.reconciler.dropins",1347654759055
started,bundle,org.eclipse.equinox.p2.repository,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.repository",1347654759071
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.100.v20110815-1419,"org.eclipse.equinox.p2.ui.sdk.scheduler",1347654759071
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.200.v20110815-1419,"org.eclipse.equinox.p2.updatechecker",1347654759071
started,bundle,org.eclipse.equinox.preferences,3.4.2.v20120111-2020,"org.eclipse.equinox.preferences",1347654759133
started,bundle,org.eclipse.equinox.registry,3.5.101.R37x_v20110810-1611,"org.eclipse.equinox.registry",1347654759149
started,bundle,org.eclipse.equinox.security,1.1.1.R37x_v20110822-1018,"org.eclipse.equinox.security",1347654759258
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1347654759274
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1347654759289
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1347654759289
started,bundle,org.eclipse.jdt.core,3.7.3.v20120119-1537,"org.eclipse.jdt.core",1347654759289
started,bundle,org.eclipse.jdt.core.manipulation,1.4.0.v20110928-1453,"org.eclipse.jdt.core.manipulation",1347654759289
started,bundle,org.eclipse.jdt.launching,3.6.1.v20111006_r372,"org.eclipse.jdt.launching",1347654759289
started,bundle,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui",1347654759289
started,bundle,org.eclipse.jface,3.7.0.v20110928-1505,"org.eclipse.jface",1347654759289
started,bundle,org.eclipse.jgit,1.3.0.201202151440-r,"org.eclipse.jgit",1347654759305
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1347654759305
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1347654759305
