what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1349798756601
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1349798758373
started,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1349798758432
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349798762481
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349798838754
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349798854862
error,log,,,"No command output when running: 'am start -n sample.android.pptrem/sample.android.pptrem.Bluetoothfeature -a android.intent.action.MAIN -c android.intent.category.LAUNCHER' on device S557096b5b513",1349798918713
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349798936286
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349799283505
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1349799289458
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1349799317075
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1349799319577
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1349799322251
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1349799344963
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1349799346939
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349799354018
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349800177010
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1349800210614
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1349800211725
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1349800213351
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1349800217658
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349800253681
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349800259069
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349800263764
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1349800265903
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1349800305456
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349800308726
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349800310050
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349800313760
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349800315012
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349800319644
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349800321025
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349800325322
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349800326256
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1349800328197
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1349800330082
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349800331488
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1349800332763
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349800351410
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1349800362563
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1349800370919
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1349800374676
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1349800374965
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349800377349
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1349800398661
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1349800399179
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349800404751
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.textEnd",1349800411510
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1349800413680
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1349800415508
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1349802894305
started,bundle,org.eclipse.osgi,3.7.2.v20120110-1415,"org.eclipse.osgi",1349802894308
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110815-1438,"org.eclipse.equinox.simpleconfigurator",1349802894311
started,bundle,com.ibm.icu,4.4.2.v20110823,"com.ibm.icu",1349802894315
