what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351180824482
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351180838399
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351180841375
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1351180845082
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1351180865746
activated,view,com.android.ide.eclipse.ddms,18.0.0.v201203301601-306762,"com.android.ide.eclipse.ddms.views.LogCatView",1351180866583
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1351180868390
opened,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1351180870129
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1351180870235
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351180873503
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351180875326
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1351180894605
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1351180897004
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1351180898874
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1351180900394
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351180904688
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351180906377
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351180948605
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351180974909
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351181006197
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351181009781
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1351181014939
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351181077856
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351181157079
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1351181159632
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1351181161610
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351181169988
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351181200620
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1351181204839
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1351181205808
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351181207524
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351181208736
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1351181208741
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351181210135
