what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1349802992720
started,bundle,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.adt",1349802992720
started,bundle,com.android.ide.eclipse.ddms,18.0.0.v201203301601-306762,"com.android.ide.eclipse.ddms",1349802992721
started,bundle,com.android.ide.eclipse.traceview,18.0.0.v201203301601-306762,"com.android.ide.eclipse.traceview",1349802992722
os,sysinfo,,,"win32",1349802992733
arch,sysinfo,,,"x86",1349802992733
ws,sysinfo,,,"win32",1349802992733
locale,sysinfo,,,"en_US",1349802992733
processors,sysinfo,,,"2",1349802992733
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1349802992733
java.runtime.version,sysinfo,,,"1.7.0_05-b06",1349802992733
java.specification.name,sysinfo,,,"Java Platform API Specification",1349802992733
java.specification.vendor,sysinfo,,,"Oracle Corporation",1349802992733
java.specification.version,sysinfo,,,"1.7",1349802992733
java.vendor,sysinfo,,,"Oracle Corporation",1349802992733
java.version,sysinfo,,,"1.7.0_05",1349802992733
java.vm.info,sysinfo,,,"mixed mode",1349802992733
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1349802992733
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1349802992733
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1349802992733
java.vm.specification.version,sysinfo,,,"1.7",1349802992733
java.vm.vendor,sysinfo,,,"Oracle Corporation",1349802992733
java.vm.version,sysinfo,,,"23.1-b03",1349802992733
started,bundle,org.eclipse.m2e.usagedata,1.0.200.20111228-1245,"org.eclipse.m2e.usagedata",1349802992741
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1349802993050
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1349802993069
started,bundle,org.eclipse.wb.discovery.core,1.3.0.r37x201202052340,"org.eclipse.wb.discovery.core",1349802993241
started,bundle,org.eclipse.wb.discovery.ui,1.3.0.r37x201202052340,"org.eclipse.wb.discovery.ui",1349802995491
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1349802996196
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1349802996707
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1349802998407
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1349802999716
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1349803000406
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1349803000950
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1349803002352
started,bundle,org.eclipse.wb.core.lib,1.3.0.r37x201202052311,"org.eclipse.wb.core.lib",1349803004597
started,bundle,org.eclipse.wb.core,1.3.0.r37x201202052311,"org.eclipse.wb.core",1349803004777
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349803008454
started,bundle,org.eclipse.wst.sse.core,1.1.602.v201112071516,"org.eclipse.wst.sse.core",1349803009590
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349803010614
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.cleanAction",1349803010635
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349803018195
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349803025779
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1349803035110
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1349803036265
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1349803036319
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1349803037686
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1349803038801
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110928-1453,"org.eclipse.jdt.junit",1349803040288
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1349803045242
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1349803059465
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1349803065800
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1349803065803
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1349803068610
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1349803069018
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1349803069618
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1349803084544
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1349803085194
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349803087805
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349803087998
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1349803095979
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1349803096460
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349803108771
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349803120787
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1349803129286
started,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1349803130425
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349803137195
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349803561126
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349803563247
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349803646838
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349803659495
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349803775768
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349803776375
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349804056645
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349804057560
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349804170419
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349804187475
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349804187486
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349804335188
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349804337087
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349807401183
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349807402302
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349807402879
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1349807403395
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1349807404325
stopped,bundle,org.eclipse.m2e.logback.configuration,1.0.200.20111228-1245,"org.eclipse.m2e.logback.configuration",1349807404881
